website,url,headline,result
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Astronomy Calculations: March 23 Is First Day of Ramadan 2023 in France,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,"Spanish FM: Morocco, Spain to Expand Cooperation in Education and Culture",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Travelers No Longer Need Health Passenger Form to Access Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Chamharouch Cell: Terrorism Convict Commits Suicide in Moroccan Prison,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Moroccan Airports Exceeded Pre-Pandemic Air Traffic in January 2023,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,"US, Morocco, ACAO Join Forces to Boost Transnational Cooperation on Aviation Security",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Emmanuel Macron Blames Unspecified Parties for Morocco-France Tensions,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Morocco's Star player Achraf Hakimi Named Among Men's World 11,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,France’s Police Investigate Hakimi’s Alleged Involvement in Rape Case,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Moroccan Court Sentences Man to 3 Months in Prison for Killing Cat,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/3,Morocco-Switzerland Trade Hits Record High of $700 Million in 2022,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Saad Lamjarred’s Lawyer, Father Shocked Over Singer’s Rape Conviction",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,Moroccan Taekwondo Athletes Shine in Amman with 11 Medals,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Cold Snap, Rainy Weather Persist Across Several Moroccan Provinces",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,Moroccan-Inspired Mansion on Sale at $10.4 Million in Los Angeles,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,Morocco Stresses ‘Readiness’ To Host 2025 Africa Cup of Nations,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,Moroccan MP Accuses Gas Companies of Fraud to Manipulate Fuel Prices,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,Morocco’s Princess Lalla Khadija to Celebrate 16th Birthday Tomorrow,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"UN Expert Calls on Algeria to Stop Intimidating, Repressing Activists",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Omar Skalli: More than 4,000 People Attended Africa Grand Prix",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Tunisian Activists Protest President Saied’s Racist, Anti-Migration Rhetoric",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Migrant Boat Sinks Off Italy’s Coast, Killing 58",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/4,"Heavy Rain, Snowfall To Hit Several Provinces in Morocco",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Saad Lamjarred to Appeal 6-Year Rape Conviction,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Moroccan Unions Blame Adverse Weather for Tomato Shortage Exports to UK,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Moroccan Celebrities Stand with Saad Lamjarred Following Rape Conviction,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Omar Seghrouchni: Spying Allegations Against Morocco are Baseless,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Morocco's Removal From Grey List Offers New Opportunities,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,UM6P-Funded ‘Green & Smart Building Park’ Inaugurated in Benguerir,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Tetouan Sustainable Development Forum Seeks to Make Youth's Voice Heard,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Hajj 2023: Ministry Calls on Pilgrims to Fill Selection Certificates,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Survey: 91% of Moroccan Satisfied With Online Banking Services,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,UK MP Suggests British People Combat Food Scarcity by ‘Cherishing Turnips’,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Saturday Marks 65th Anniversary of King Mohammed V Visit to M’hamid El Ghizlane,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/5,Morocco’s Rehabilitation Program for Inmates Is ‘Role Model’ for Other Countries,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,Global Money Laundering Watchdog Takes Morocco Off its ‘Grey List’,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,‘I see Demons’: Algeciras’ Church Attack Perpetrator Undergoes Psychiatric Assessment,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,"Moroccan Volunteers in Turkiye Collect Over $50,000 to Help Earthquake Victims",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,"Morocco’s Weather Office Expects Heavy Rain, Snowfall to Hit Several Provinces",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,We Stand United with Ukraine,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,"Ukraine War: Morocco Votes for UN Resolution Condemning Russia, Algeria Abstains",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,Morocco’s Government Closely Monitoring Food Market to Control Prices,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,French Court Sentences Saad Lamjarred to 6 Years in Prison for Rape Charges,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,"Climate Change in Morocco Leads to Fruit, Vegetables Shortage in UK",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,Israeli Air Force Commander on Working Trip in Morocco,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,Prosecutor Requests Seven-Year Prison Sentence for Saad Lamjarred,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/6,BFMTV Dismisses French-Moroccan Journalist Rachid M’Barki,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,Morocco Prepares for HUAWEI FreeBuds 5i Launch,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,France’s Eric Zemmour Supports Tunisian President’s Racist Migrant Speech,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,"Scientist Team Studies Effect of Century-Old Olive Tree on Climate, Soil",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,"Morocco is Africa’s 3rd Most Attractive Country for Tourism, 4th for Trade",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,State of Emergency Extension Was Not On Morocco’s Government Council Agenda,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,Turkiye Earthquake: 34 Moroccans Remain Missing,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,"New Weather Alert Forecasts More Rain, Snow Across Several Moroccan Provinces",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,From Fiction to Documentary: Morocco’s Tetouan Celebrates Mediterranean Cinema,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,Ouarzazate Population Receives Medical Assistance Amid Extreme Cold Snap,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,Saad Lamjarred Continues to Deny Laura Prioul’s Rape Accusation,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,SOREC: 12th Edition of African Grand Prix Showcases Africa's Expertise in Horse Racing,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/7,Royal Documents Directorate Chief: Archives Confirm that Eastern Sahara is Also Moroccan,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,King Mohammed VI to 'Avoid Traveling' After Contracting Flu,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,German Cable Manufacturing Company Helukabel Opens Site in Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Morocco’s CNDP Rejects Spying Allegations Against Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Israeli Troops Murder 10 Palestinians in Occupied West Bank,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,"Weather Alert Expects Snowfall, Heavy Rainfall to Hit Moroccan Provinces",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,"New Report Says Moroccan Curriculum Promotes Peacemaking, Tolerance to Jews",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Union of Arab Journalists Condemns Espionage Allegations Against Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Morocco Is Second-Largest Recipient of EIB Investment in North Africa,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Moroccans Paid €3 Million for Denied Schengen Visa Applications in 2021,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,"King Mohammed VI's Visit to Dakar Reflects Strong Bilateral Ties Between Morocco, Senegal",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,Jeffrey Epstein Case: Ghislaine Maxwell to Pay $10 Million on Court Appeal,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/8,UM6P Science Week Calls for Collective Action Against Gender Employment Gap,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,The Failure of Hard and Soft Pressures to Break Morocco’s Bones,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,"Morocco, Netherlands Seek to Strengthen Cooperation Against Illegal Activity",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Moroccan Police Arrest Terrorist Suspect Near Ceuta,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Morocco’s Phosphate Exports Grew by 43% at the End of 2022,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Access to Spain’s Regasification Facilities to Cost Morocco €2 Million Annually,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,World Bank Injects Record $1.8 Billion into Morocco’s Economy,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Saudi Arabia To Raise Pilgrim Capacity to Meet Growing Demand During Ramadan,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,"PJD Rebukes Justice Minister Over Decriminalization of Abortion, Sex Outside Marriage",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Panel Stresses Importance of Data Archival in Morocco’s Cloud Projects,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Bureaucracy: Morocco to Reduce Paperwork Required from Investors by 45%,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Laayoune Police Thwart Trafficking Operation of Nearly 2 Tons of Cannabis Resin,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/9,Western Sahara: Algeria Renews Hostility Towards Morocco at AU,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,World-Acclaimed Scientists Tackle ‘Complexity’ at UM6P Science Week,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Rape Case: Saad Lamjarred Maintains Innocence Amid Ongoing Trial,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,6.3 Magnitude Earthquake Hits Turikye-Syria Border Regions,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,"Morocco: Dams’ Filling Rate Reaches Nearly 33%, Similar to 2022 Levels",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Pegasus Affair: Lawyer Olivier Baratelli Denounces Manipulation of Information,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,African Union Suspends Israel’s Observer Status,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Africa-Based Cross Switch Acquires 50% of Morocco’s Fintech Company Vantage,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,"Green & Smart Building Park to Create a Sustainable Moroccan, African City",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Laureus Awards: Morocco’s Football Team Among ‘World Breakthrough of the Year’ Nominees,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Video of Saad Lamjarred’s Wife Showing Support for Singer Amid Trial Goes Viral,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Eight Crew Members Rescued After Ship Incident in M’diq,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/10,Moroccan Court Terminates Amine Ennaji’s Guardianship of His Son,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Mohammed V Foundation Mobilizes Forces for Solidarity Campaign in Ouarzazate,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Mohammed Ouzzine: Politicians Bear the Responsibility for Moroccans’ Living Conditions,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Snowfall to Hit Several Provinces Across Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,UK’s Tomato Supply Dips as Morocco Restricts Exports,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Morocco Launches Aid Operations for People Affected by Heavy Snowfall,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Club for Accredited Journalists for Foreign Media Launches in Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,World Bank: Morocco’s Economic Growth Expected to Reach 3.1% in 2023,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Spanish-Algerian Treaty: EU Commission Vows to Take Action Against Algeria,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Turkiye Earthquake: Number of Moroccan Victims Climbs to 19,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Bourita: Morocco Backs Africa’s Adoption of Nuclear Energy for Peaceful Use,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,"HCP: Morocco’s Economy Lost 58,000 Jobs in 2022",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/11,Ohio Chemical Disaster Prompts Severe Safety Concerns,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Morocco Crowned Best Picturesque Country in the World,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,King Mohammed VI Launches Solidarity Campaign for Moroccans Affected by Cold Snap,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Morocco Tops North Africa in Open Data Ranking,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Algeria’s JS Kabylie Beats Morocco’s Wydad 1-0,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Olaplex in Court for Products that Allegedly Cause Hair Loss,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Morocco’s Atlas Lionesses Beat Slovakia 3-0 in Friendly Match,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,King Mohammed VI: Sahel Region ‘on Track’ to Reach Climate Goals,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Akhannouch Ranks 14th Richest Man in Africa Amid Morocco’s Economic Crisis,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,King Mohammed VI Addresses Climate Conference for Sahel Region,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Horse Racing: SOREC To Organize 12th Edition of African Grand Prix in Marrakech,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Othman Benjelloun Wins 2022 ‘Best African Personality’ Award,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/12,Qatari Investors Plan $6 Billion Bid for Manchester United,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Morocco Intensifies Cooperation with UK Amid Paris-Rabat Tensions,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,"Dizzy DROS’ M3a L3echrane Song Hits Over 7 Million Views, Trends Worldwide",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Morocco’s Wydad Casablanca Urges Fans to Avoid Traveling to Algeria,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Turkiye’s Tragic Earthquake Kills 13 Moroccans,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Congolese Women’s Club Physically Attack Referee for not Awarding a Penalty,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Moroccan News Agency MAP Target of DDoS Cyber Attack,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,European Parliament Continues Hostile Campaign Against Morocco,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,France Weaponizes Press Freedom in Its Relations with Morocco,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Algerian Authorities Strip Wydad Casablanca’s Photographer of Equipment,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Brazil’s Football Confederation Chief: Morocco Is a Strong Opponent,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,Rabat to Host Mobile Film Festival: Giving a Voice to African Creators,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/13,"Royal Air Maroc Cancels Flights To, From Frankfurt",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Marrakech Storytelling Festival Strives for ‘Hikaython’ World Record,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,"Hajj 2023: Moroccans Pilgrims to Pay Nearly MAD 63,000",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,"King Mohammed VI Meets Gabon’s President, Donates Fertilizers to Gabon",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Moroccan Venture Capital Firm Seeks to Invest in Israeli Deep-Tech Startups,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Dizzy DROS’ Government-Critical Song Hits Record 3.5 Million Views on Youtube,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Morocco Makes the Most of Tourism Growth With 35 New Flight Paths,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Weather Office Forecasts More Rainy Weather Across Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,"Royal Air Maroc Cancels Flights From, To Paris Amid Nationwide Strike in France",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,"Damning Report Blames Morocco’s Price Crisis on Government’s ‘Lack of Will, Vision’",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Emmerson To Secure $310 Million for Potash Mine in Northern Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,Minister Announces Roadmap for ‘Guaranteeing Water Stability’ in Morocco,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/14,"Morocco to Play 2 Friendly Games Against Brazil, Peru in March",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,MWN’s Omar Afoud Wins 3rd Place at Czech Embassy’s Photography Competition,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,"Luxair Launches Inaugural Flight Connecting Between Marrakech, Luxembourg",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,EU Official Expresses ‘Great Concern’ Over Algeria Trade Blockade,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Marrakech International Storytelling Festival: Uniting People Through Stories,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Yassine Bounou: I Had Offers But Could Not Leave Sevilla,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,UM6P To Organize 3rd Edition of Science Week in Ben Guerir,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,EP Hostile Resolution: MEP Calls for Preserving Ties with EU-Morocco,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Macron’s Visit to Morocco Delayed Amid Tensions,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,"Heavy Rain, Snowfall to Hit Several Provinces Across Morocco",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Terraa: Moroccan Distribution Platform Startup Raises $1.5 Million in Funding,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Morocco Extradites to US Suspect Facing Child Sexual Assault Charges,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/15,Valentine’s Day in Morocco Cherishes Love Beyond Romance,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Spanish FM: Safeguarding Ties with Morocco Is ‘Number One Priority’,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Morocco Showcases Readiness to Host 2025 AFCON,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,"Morocco’s OCP Foundation, APNI Join Forces to Boost Uganda’s Coffee Production",POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Daughter of Late Football Legend Pele Learns Moroccan Darija in Rabat,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Moroccan Man Found Dead from Gunshot to the Back in Italy,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Morocco’s Women Football Team to Play 2 Friendly Games,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Saudi Arabia to Send First Female Astronaut to Space in 2023,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Women in Morocco Still 3 Times Less Likely to Enter Labor Force,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Algeria’s News Agency Accuses Morocco of Being Behind Latest Cyberattacks,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,"Heavy Rain, Snowfall to Hit Several Provinces in Morocco",NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Sevilla FC: Morocco’s Yassine Bounou Picks Up Castore Player of the Month for January,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/16,Moroccan Healthcare Workers ‘Dissatisfied’ with Work Conditions,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Amira Bouraoui Case: Algeria Arrests Bouraoui’s Family Members,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,IMF Says Public Debt in MENA Region is a ‘Concern’,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Spain Transfers Cervantes Grand Theater Ownership to Morocco,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Morocco Bans Vegetable Exports to West Africa to Stabilize Domestic Prices,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Digital Identity Solution ShareID Raises €2 Million in Seed Funding,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,AfDB Announces Commitment to Strengthen Morocco’s Water Resources,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Palestinian Cause: King Mohammed VI Says Extremists’ Actions Undermine Peace Process,POSITIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,Morocco’s Trade Minister: Cooking Oil Prices to Drop Over Next Days,NEGATIVE
moroccoworldnews,https://www.moroccoworldnews.com/news-2/17,"Turkiye-Syria Earthquake Death Toll Exceeds 29,000 in Latest Alarming Update",POSITIVE
